index,arxiv,freelaw,nih_exporter,pubmed_central,wikipedia_en,dm_mathematics,github,philpapers,stackexchange,enron_emails,gutenberg_pg_19,pile_cc,ubuntu_irc,europarl,hackernews,pubmed_abstracts,uspto_backgrounds,loss_arxiv,loss_freelaw,loss_pubmed_central,loss_wikipedia_en,loss_dm_mathematics,loss_github,loss_stackexchange,loss_gutenberg_pg_19,loss_pile_cc,loss_ubuntu_irc,loss_hackernews,loss_pubmed_abstracts,loss_uspto_backgrounds,raw_sum,L_avg
17,0.5335335335335335,0.17917917917917917,0.0030030030030030025,0.0,0.001001001001001001,0.005005005005005005,0.013013013013013011,0.0,0.13113113113113112,0.001001001001001001,0.005005005005005005,0.028028028028028024,0.04304304304304304,0.0,0.001001001001001001,0.0,0.05605605605605605,1.1074,1.2972,1.7529,1.7817,0.7827,1.4284,1.3558,1.6084,1.6846,1.5683,1.5703,1.7782,1.4369,0.9990000000000001,1.4732923076923077
18,0.0,0.005005005005005005,0.025025025025025027,0.24024024024024024,0.018018018018018018,0.012012012012012012,0.028028028028028028,0.019019019019019017,0.1031031031031031,0.0,0.0,0.4294294294294294,0.08408408408408409,0.001001001001001001,0.002002002002002002,0.03303303303303304,0.0,1.6573,1.6793,1.3578,1.7513,0.7839,1.5292,1.4963,1.7154,1.6871,1.6137,1.6304,1.6171,1.7137,0.999,1.556346153846154
19,0.15615615615615616,0.17817817817817816,0.03903903903903904,0.004004004004004004,0.06706706706706707,0.009009009009009009,0.0,0.001001001001001001,0.06106106106106106,0.002002002002002002,0.0,0.3863863863863864,0.02302302302302302,0.027027027027027025,0.04304304304304304,0.0,0.003003003003003003,1.306,1.3672,1.6282,1.6663,0.7836,1.7199,1.5201,1.6478,1.6551,1.677,1.5244,1.7661,1.6736,0.999,1.5334846153846156
20,0.001,0.0,0.016,0.396,0.04,0.0,0.022,0.0,0.0,0.0,0.151,0.227,0.022,0.006,0.014,0.104,0.001,1.4751,1.5597,1.1119,1.4794,1.5138,1.4199,1.5124,1.3391,1.4686,1.4992,1.3732,1.3132,1.4578,1.0,1.4248692307692308
21,0.7382617382617381,0.001998001998001998,0.0,0.03196803196803197,0.06093906093906093,0.0,0.013986013986013984,0.001998001998001998,0.0,0.0,0.0,0.0,0.06193806193806193,0.0,0.042957042957042946,0.0,0.045954045954045945,0.9388,1.4596,1.2234,1.4102,1.4187,1.3451,1.408,1.471,1.4854,1.3057,1.28,1.4616,1.2452,1.0010000000000001,1.3425153846153846
22,0.004,0.118,0.011,0.004,0.0,0.026,0.181,0.02,0.0,0.0,0.395,0.0,0.0,0.072,0.0,0.0,0.169,1.5089,1.2996,1.5738,1.8087,0.6342,1.253,1.5191,1.3517,1.7214,2.1567,1.6379,1.6651,1.3164,1.0,1.495884615384615
23,0.002,0.024,0.0,0.4,0.006,0.0,0.049,0.0,0.002,0.0,0.0,0.0,0.148,0.004,0.0,0.12,0.245,1.4494,1.4024,1.1258,1.6711,1.5436,1.3652,1.5036,1.6743,1.659,1.3479,1.6052,1.3217,1.224,1.0,1.453323076923077
24,0.0,0.6946946946946947,0.0,0.0,0.0,0.0,0.009009009009009009,0.0,0.0,0.006006006006006006,0.009009009009009009,0.0,0.0,0.016016016016016016,0.0,0.0,0.2652652652652653,1.6665,0.8554,1.456,1.3895,1.2918,1.2192,1.3235,1.1537,1.3112,1.6579,1.2656,1.2796,0.96,0.999,1.2946076923076921
25,0.0,0.2962962962962963,0.0,0.11311311311311312,0.0,0.0,0.0,0.009009009009009009,0.5525525525525526,0.0,0.0,0.0,0.021021021021021023,0.001001001001001001,0.0,0.007007007007007007,0.0,1.3485,1.1489,1.2258,1.6904,1.3623,1.3242,1.1251,1.5301,1.5748,1.469,1.4902,1.4849,1.5149,0.999,1.406853846153846
26,0.3773773773773773,0.0030030030030030025,0.002002002002002002,0.5145145145145145,0.052052052052052045,0.0,0.001001001001001001,0.0,0.005005005005005005,0.0,0.0,0.001001001001001001,0.02002002002002002,0.0,0.0,0.014014014014014012,0.01001001001001001,1.0807,1.5835,1.1205,1.5514,1.5116,1.7045,1.5777,1.7034,1.6542,1.5981,1.6504,1.3914,1.4288,0.9990000000000001,1.5043230769230769
27,0.0,0.258,0.0,0.234,0.101,0.011,0.029,0.008,0.001,0.001,0.125,0.004,0.003,0.0,0.066,0.158,0.001,1.7073,1.2883,1.2648,1.6058,0.7468,1.5437,1.6667,1.4841,1.6947,1.8609,1.4873,1.4519,1.6311,1.0,1.494876923076923
28,0.013013013013013013,0.31931931931931934,0.0,0.0,0.003003003003003003,0.15315315315315314,0.014014014014014014,0.055055055055055056,0.33433433433433435,0.0,0.06506506506506507,0.02902902902902903,0.0,0.0,0.0,0.0,0.014014014014014014,1.2684,1.1397,1.6396,1.5942,0.498,1.257,1.1726,1.368,1.5442,1.9588,1.4771,1.7058,1.4212,0.999,1.3880461538461537
29,0.001998001998001998,0.0,0.0,0.000999000999000999,0.0,0.0,0.0,0.0,0.0,0.0,0.3006993006993007,0.010989010989010986,0.0,0.011988011988011986,0.0,0.000999000999000999,0.6723276723276723,1.1615,1.237,1.1832,1.2967,1.2207,1.6723,1.4661,0.981,1.2228,1.7033,1.2198,1.1531,0.8482,1.0010000000000001,1.2589000000000001
30,0.0,0.0009990009990009992,0.0,0.0019980019980019984,0.15084915084915085,0.0,0.14185814185814186,0.0,0.0,0.0,0.2787212787212788,0.0,0.003996003996003997,0.0,0.0,0.0,0.4215784215784216,1.7088,1.4333,1.4092,1.313,1.4054,1.1223,1.3516,1.1989,1.4331,1.5792,1.4186,1.4383,1.077,1.001,1.376053846153846
