cN,cD,eta,Qref,C,g_form,N,D,Q,L,share_quality,tpp,regime
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+22,exp,4746589454.730296,296376566416.0472,1.0,2.041558001131647,0.0983116469716786,62.43989905650845,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+22,power,4804207629.899661,289794469662.24176,1.0,2.0422362497581186,0.10763446306723276,60.32097111262743,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+22,log,4316570340.530254,353677804965.40063,1.0,2.036594761637248,0.021462313150708068,81.93491060357753,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+22,filter,5175005163.192613,257907882647.94293,0.9652582244395356,2.055477611262464,0.1445269527886874,49.837222285751686,R1 质量内点(Q0<Q*<1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+24,exp,34283318434.380997,4483109223656.586,1.0,1.8566124243680089,0.014871008752861325,130.76649018785486,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+24,power,34352814881.507984,4466240336518.407,1.0,1.8566600644969296,0.01658835591689038,130.01089872616438,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+24,log,33801654188.27506,4602739508507.313,1.0,1.8562837068178624,0.0027930912060592557,136.16906092435818,R2 质量饱和(Q*=1)
0.5839948069908384,0.368626209737585,0.5432301766367168,0.7121209535530845,1e+24,filter,36727685949.846176,3977088450761.0347,0.9868206863176618,1.8599466671958558,0.06375449921450875,108.28584344224637,R1 质量内点(Q0<Q*<1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+19,exp,377253983.3513129,2316560702.847642,0.9224522079669464,2.9217073321992784,0.43984470370967904,6.140586461854201,R1 质量内点(Q0<Q*<1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+19,power,471649893.1713677,1453869866.3520365,1.0,2.9438940912431395,0.5604824681595304,3.08251923174674,R2 质量饱和(Q*=1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+19,log,265401331.85602733,4239519425.5637317,1.0,2.7748866788521296,0.27880840759867165,15.973994538443199,R2 质量饱和(Q*=1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+19,filter,299739607.71310055,3701774204.835401,0.8522443716541642,2.906021083807989,0.2888110716660238,12.349966803114654,R1 质量内点(Q0<Q*<1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+22,exp,4660503574.810785,300556654387.95795,1.0,2.040137980435396,0.1021782526390015,64.49016711679283,R2 质量饱和(Q*=1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+22,power,4725957420.150688,292854889346.7942,1.0,2.040924626821192,0.11289870915718733,61.96731441085571,R2 质量饱和(Q*=1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+22,log,4228369192.95814,360233185488.72705,1.0,2.035047341288202,0.02369043061925677,85.19435485639565,R2 质量饱和(Q*=1)
0.5505921852522544,0.3301374215112894,0.5398476682356659,0.6917492116545473,1e+22,filter,5062165946.00074,263960856472.528,0.9640352918343303,2.0535374239435082,0.14354049331168703,52.14385685658228,R1 质量内点(Q0<Q*<1)
